index,id,date,involved_dead,involved_injured,danger_rating_level,location_name,location_longitude,location_latitude
20,358,2015-01-02 12:00:00+00:00,0.0,0.0,3.0,Goldried Kessel,12.60017,46.98757
21,389,2015-01-02 12:12:00+00:00,0.0,2.0,3.0,Kelmerkar,10.6931,47.35074
22,387,2015-01-02 12:30:00+00:00,0.0,0.0,3.0,Hochtennspitze,11.29211,47.17128
23,390,2015-01-02 13:57:00+00:00,0.0,0.0,3.0,Deferegger Pfannhorn,12.25449,46.8975
24,393,2015-01-03 14:57:00+00:00,1.0,0.0,3.0,Moarrinne / Festkogel,11.0344,46.8684
25,8807,2015-01-04 23:00:00+00:00,0.0,0.0,3.0,Daunferner,10.985385,46.930384999999
26,8813,2015-01-04 23:00:00+00:00,0.0,0.0,3.0,Mittelbergjoch,10.985389,46.930388999999
27,8811,2015-01-04 23:00:00+00:00,0.0,0.0,3.0,Kuhscheibe,10.985387,46.930386999999
28,8810,2015-01-04 23:00:00+00:00,0.0,1.0,3.0,Königstal,10.985386,46.930385999999
29,8808,2015-01-04 23:00:00+00:00,2.0,0.0,3.0,Gaislachkogel,10.9708,46.956912
30,8815,2015-01-04 23:00:00+00:00,0.0,0.0,3.0,Obergurgl - Salchach,10.985391,46.930390999999
31,394,2015-01-05 08:48:00+00:00,2.0,0.0,3.0,Gaislachkogel,10.9708,46.95691
32,370,2015-01-05 09:30:00+00:00,0.0,0.0,3.0,Daunferner,11.10591,46.98435
33,383,2015-01-05 11:43:00+00:00,0.0,0.0,3.0,Hinterer Brunnenkogel/Mittelbergjoch,10.86647,46.91093
34,382,2015-01-05 11:56:00+00:00,0.0,0.0,3.0,Königstal,11.04844,46.88589
35,373,2015-01-05 12:00:00+00:00,1.0,0.0,3.0,Gandatal/Madrisajoch,9.87728,46.93555
36,8816,2015-01-05 23:00:00+00:00,0.0,0.0,3.0,Dremelscharte,10.535242,47.270241999999
37,8820,2015-01-05 23:00:00+00:00,0.0,0.0,3.0,Metzen,11.645189,47.235189
38,8821,2015-01-05 23:00:00+00:00,0.0,0.0,3.0,Pfannköpfl,11.64519,47.23519
39,8822,2015-01-05 23:00:00+00:00,0.0,0.0,3.0,Roßkopf,11.645191,47.235191
40,381,2015-01-06 09:45:00+00:00,0.0,0.0,3.0,Pfannköpfl,11.65294,47.10191
41,374,2015-01-06 11:00:00+00:00,0.0,0.0,3.0,"Lahnberg, Lahngraben Nord",15.62248,47.78121
42,371,2015-01-06 11:20:00+00:00,0.0,0.0,3.0,"Tauplitz, Kriemandl",13.9683,47.5978
43,385,2015-01-06 11:29:00+00:00,0.0,0.0,3.0,Metzen,11.7495,47.25139
44,380,2015-01-06 12:09:00+00:00,0.0,0.0,3.0,Roßkopf,11.75525,47.2251
45,395,2015-01-07 13:42:00+00:00,1.0,1.0,3.0,Pfaffenbichl,11.75602,47.24306
46,8829,2015-01-11 23:00:00+00:00,0.0,0.0,3.0,Obere Scheid,10.385125,46.995125
47,378,2015-01-12 11:16:00+00:00,0.0,0.0,3.0,Obere Scheid,10.52583,47.0355
48,364,2015-01-16 12:34:00+00:00,1.0,0.0,3.0,Valdafourkopf,10.55527,46.89579
49,8837,2015-01-17 23:00:00+00:00,0.0,0.0,3.0,Metzen,11.645193,47.235193
50,8836,2015-01-17 23:00:00+00:00,0.0,0.0,3.0,Kuhscheibe,11.005355,47.115354999999
51,8835,2015-01-17 23:00:00+00:00,0.0,0.0,2.0,Hohe Salve,12.240158,47.390158
52,377,2015-01-18 10:11:00+00:00,0.0,0.0,2.0,Hohe Salve,12.20689,47.465
53,363,2015-01-18 11:58:00+00:00,0.0,0.0,3.0,Metzen,11.74933,47.25046
54,392,2015-01-18 12:20:00+00:00,0.0,0.0,1.0,"Kerschkern, Hühnerkar",14.61406,47.39103
55,528,2015-01-19 10:35:00+00:00,2.0,1.0,2.0,Valluga ,10.21129,47.15828
56,8844,2015-01-19 23:00:00+00:00,0.0,1.0,3.0,Tscheyegg,10.985396,46.930395999999
57,8843,2015-01-19 23:00:00+00:00,0.0,0.0,3.0,Hobarjoch,11.645196,47.235196
58,391,2015-01-20 11:08:00+00:00,0.0,0.0,3.0,Hobarjoch,11.70364,47.20565
59,379,2015-01-20 15:00:00+00:00,0.0,1.0,3.0,Tscheyegg,10.56632,46.88718
60,8845,2015-01-22 23:00:00+00:00,0.0,0.0,2.0,Rotes Ginggele,12.535045,46.895045
61,417,2015-01-23 13:32:00+00:00,0.0,0.0,2.0,Rotes Ginggele,12.3613,46.83847
62,8846,2015-01-23 23:00:00+00:00,0.0,0.0,3.0,Spitzköfele,12.670013,46.755013
63,406,2015-01-24 10:29:00+00:00,0.0,1.0,2.0,"Veľký Hang, Malá studená dolina, Vysoké Tatry",20.20219,49.18625
64,418,2015-01-25 12:30:00+00:00,0.0,0.0,3.0,Gamseck (Raxgebiet),15.66149,47.70133
65,410,2015-01-25 15:15:00+00:00,0.0,1.0,2.0,Gemeindealpe,15.26242,47.8109
66,414,2015-01-27 14:00:00+00:00,0.0,0.0,3.0,Grabnerspitz,14.85028,47.46962
67,8848,2015-01-27 23:00:00+00:00,0.0,1.0,3.0,Hafelekar,11.26012,47.39512
68,8851,2015-01-27 23:00:00+00:00,0.0,0.0,3.0,Wankspitze,11.260121,47.395121
69,429,2015-01-28 09:18:00+00:00,0.0,1.0,3.0,Nordkette / Diritissima,11.38523,47.31148
70,422,2015-01-28 10:25:00+00:00,0.0,1.0,3.0,"Sulzekopf / ""Herzle""",10.10988,47.22289
71,413,2015-01-28 11:22:00+00:00,0.0,0.0,3.0,Wankspitze,10.93849,47.33748
72,420,2015-01-28 12:05:00+00:00,0.0,2.0,3.0,Matona / Westseite,9.78441,47.29611
73,432,2015-01-28 13:19:00+00:00,1.0,1.0,3.0,Hornköpfl,12.43689,47.46706
74,419,2015-01-28 14:00:00+00:00,1.0,1.0,3.0,Tauplitz/Lawinenstein,13.9565,47.6022
75,510,2015-01-30 11:00:00+00:00,0.0,1.0,3.0,Kreuzkogel,14.50067,47.55092
76,424,2015-01-30 23:00:00+00:00,2.0,0.0,3.0,Portlerhorn,9.8547,47.28784
77,8852,2015-01-30 23:00:00+00:00,0.0,0.0,3.0,Grafensspitze,11.645198,47.235197999999
78,8853,2015-01-30 23:00:00+00:00,0.0,1.0,3.0,Granatscharte,12.430102,47.025102
79,8854,2015-01-30 23:00:00+00:00,0.0,0.0,3.0,Hinterer Grieskogel,11.005356,47.115355999999
80,8856,2015-01-30 23:00:00+00:00,0.0,1.0,3.0,Kapall,10.535244,47.270243999999
81,8857,2015-01-30 23:00:00+00:00,0.0,0.0,3.0,Ochsenkopf,11.005357,47.115356999999
82,8858,2015-01-30 23:00:00+00:00,0.0,0.0,3.0,Schneidspitze,10.535245,47.270244999999
83,8859,2015-01-30 23:00:00+00:00,0.0,0.0,3.0,Stöttltörl,11.260123,47.395123
84,8860,2015-01-30 23:00:00+00:00,0.0,0.0,3.0,Tauberspitze,10.535246,47.270245999999
85,437,2015-01-31 08:45:00+00:00,0.0,1.0,3.0,Nízke Tatry - Chopok - Lukový kotol,19.59237,48.94494
86,445,2015-01-31 09:45:00+00:00,0.0,0.0,3.0,Kapall,10.24412,47.14408
87,426,2015-01-31 10:30:00+00:00,0.0,0.0,3.0,"Polsterkar, Präbichl",14.9621,47.53186
88,430,2015-01-31 10:52:00+00:00,0.0,1.0,3.0,Hochkar,14.90666,47.71472
89,425,2015-01-31 12:15:00+00:00,0.0,0.0,3.0,Namlos,10.59968,47.35092
90,433,2015-01-31 12:19:00+00:00,0.0,1.0,3.0,Granatscharte,12.57802,47.12458
91,438,2015-01-31 13:00:00+00:00,0.0,1.0,3.0,Oisching,15.27246,47.59574
92,8865,2015-01-31 23:00:00+00:00,0.0,1.0,3.0,Kleiner Galtenberg,12.240161,47.390161
93,8864,2015-01-31 23:00:00+00:00,0.0,0.0,3.0,Aleitenspitze,12.24016,47.39016
94,8866,2015-01-31 23:00:00+00:00,0.0,0.0,3.0,Mattunschrofen,10.535248,47.270247999999
95,436,2015-02-01 08:30:00+00:00,0.0,0.0,3.0,Nízke Tatry: Chopok - nad Školským žlabom,19.59056,48.94697
96,427,2015-02-01 09:25:00+00:00,0.0,0.0,3.0,Schindlergrat / Westflanke,10.22043,47.15003
97,434,2015-02-01 09:42:00+00:00,0.0,1.0,3.0,Kleiner Galtenberg,11.97541,47.33044
98,415,2015-02-01 10:50:00+00:00,0.0,0.0,3.0,Knoppenjochspitze / Mattunschrofen,10.22875,47.15902
99,431,2015-02-01 11:30:00+00:00,0.0,0.0,3.0,Aleitenspitze,12.12364,47.3088
100,435,2015-02-01 14:00:00+00:00,0.0,1.0,3.0,"Schneeberg, Hoyosgraben",15.8047,47.79015
101,8870,2015-02-02 23:00:00+00:00,0.0,0.0,3.0,Kappl,10.535249,47.270248999999
102,470,2015-02-03 08:00:00+00:00,0.0,0.0,3.0,Kappl /Quellspitz,10.32935,47.07626
103,449,2015-02-05 09:31:00+00:00,1.0,1.0,3.0,Malá Studniční jáma,15.71568,50.7262
104,8878,2015-02-06 23:00:00+00:00,0.0,1.0,3.0,Pleiskopf,10.535252,47.270251999999
105,8876,2015-02-06 23:00:00+00:00,0.0,0.0,3.0,Glanderspitze,11.00536,47.115359999999
106,8875,2015-02-06 23:00:00+00:00,0.0,1.0,3.0,Gaislachkogel,10.985399,46.930398999999
107,444,2015-02-07 10:22:00+00:00,0.0,1.0,3.0,Gaislachkogel,10.9723,46.93907
108,439,2015-02-07 11:10:00+00:00,0.0,1.0,3.0,Pleiskopf,10.65507,47.25331
109,447,2015-02-07 12:00:00+00:00,0.0,1.0,2.0,Západné Tatry - Bystrá dolina - Ježová,19.83583,49.17396
110,8881,2015-02-09 23:00:00+00:00,0.0,0.0,3.0,Dohlennest,11.005361,47.115360999999
111,8882,2015-02-09 23:00:00+00:00,0.0,0.0,4.0,Dresdnerhütte,10.985402,46.930401999999
112,441,2015-02-10 08:00:00+00:00,1.0,0.0,4.0,Rax/Seilbahntrasse,15.78522,47.71923
113,524,2015-02-10 13:40:00+00:00,0.0,0.0,3.0,Fernautal (unterhalb Dresdnerhütte),11.14739,47.00389
114,8892,2015-02-10 23:00:00+00:00,0.0,0.0,3.0,Hinterer Brunnenkogel,10.985406,46.930405999999
115,440,2015-02-11 10:30:00+00:00,0.0,0.0,3.0,Hinterer Brunnenkogel,10.87108,46.91673
116,442,2015-02-11 16:30:00+00:00,0.0,0.0,3.0,Seefelder Spitze ,11.23692,47.33481
117,8895,2015-02-11 23:00:00+00:00,0.0,0.0,3.0,Kögele,11.005363,47.115362999999
118,443,2015-02-12 09:04:00+00:00,0.0,0.0,2.0,Steinberg Alm,12.36843,47.39939
119,522,2015-02-12 10:58:00+00:00,0.0,0.0,3.0,Kögele ,11.17272,47.22301
120,8898,2015-02-12 23:00:00+00:00,0.0,0.0,2.0,Kreuzjochkogel,11.005364,47.115363999999
121,469,2015-02-13 12:30:00+00:00,1.0,0.0,2.0,Engelspitze,10.68619,47.34736
122,448,2015-02-14 10:00:00+00:00,0.0,0.0,2.0,Seefelder Spitze,11.23727,47.33462
123,450,2015-02-15 11:10:00+00:00,2.0,1.0,1.0,Lahnerleitenspitz,14.6777,47.49302
124,451,2015-02-18 15:47:00+00:00,0.0,0.0,2.0,Wasserfallferner,11.04147,46.82169
125,8901,2015-02-19 23:00:00+00:00,0.0,0.0,2.0,Figerhorn,12.430104,47.025104
126,452,2015-02-22 14:05:00+00:00,1.0,0.0,2.0,Guschen,13.64792,47.3366
127,8903,2015-02-22 23:00:00+00:00,0.0,0.0,2.0,Wolfendorn,11.810079,47.105079
128,8902,2015-02-22 23:00:00+00:00,0.0,0.0,2.0,Versingalpe,10.385126,46.995126
129,471,2015-02-23 11:50:00+00:00,0.0,0.0,2.0,Versingalpe,10.50332,47.08409
130,8908,2015-02-25 23:00:00+00:00,0.0,0.0,2.0,Rietzer Grieskogel,11.005367,47.115366999999
131,8907,2015-02-25 23:00:00+00:00,0.0,0.0,2.0,Nockspitze,11.005366,47.115365999999
132,455,2015-02-26 14:30:00+00:00,0.0,0.0,2.0,Nockspitze,11.32745,47.1939
133,8918,2015-02-27 23:00:00+00:00,0.0,0.0,2.0,Nesselwängler Scharte,10.535255,47.270254999999
134,8915,2015-02-27 23:00:00+00:00,0.0,0.0,2.0,Kleines Törl,12.165047,47.560047
135,8911,2015-02-27 23:00:00+00:00,0.0,0.0,2.0,Geier,11.645202,47.235201999999
136,8913,2015-02-27 23:00:00+00:00,0.0,0.0,2.0,Hohe Warte / Navis,11.645203,47.235202999999
137,8914,2015-02-27 23:00:00+00:00,0.0,0.0,2.0,Hohe Warte / Schmirntal,11.810081,47.105081
138,8916,2015-02-27 23:00:00+00:00,0.0,0.0,3.0,Lange Pleis,10.535254,47.270253999999
139,446,2015-02-28 10:30:00+00:00,0.0,0.0,2.0,Hohe Warte / Navis,11.58639,47.11675
140,461,2015-02-28 10:40:00+00:00,0.0,0.0,3.0,Lange Pleis,10.45912,47.16083
141,460,2015-02-28 12:00:00+00:00,0.0,0.0,2.0,Geier,11.61337,47.1383
142,458,2015-02-28 12:15:00+00:00,0.0,0.0,2.0,Kirchdorf Kaisergebirge,12.33332,47.5581
143,468,2015-02-28 14:30:00+00:00,0.0,0.0,2.0,Nesselwängler Scharte,10.6253,47.50004
144,8923,2015-02-28 23:00:00+00:00,0.0,0.0,3.0,Unbenannte Scharte,11.645205,47.235204999999
145,8922,2015-02-28 23:00:00+00:00,0.0,0.0,3.0,Kesselhöhe,12.670014,46.755014
146,462,2015-03-01 11:00:00+00:00,0.0,0.0,3.0,Unbenannte Scharte,11.60685,47.17023
147,463,2015-03-01 14:00:00+00:00,0.0,0.0,3.0,Stollen,12.61854,46.66281
148,8926,2015-03-02 23:00:00+00:00,0.0,0.0,3.0,Rettenbachtal,10.985412,46.930411999999
149,480,2015-03-03 08:55:00+00:00,0.0,0.0,2.0,Lämpersberg,12.03698,47.35423
150,478,2015-03-03 11:33:00+00:00,1.0,2.0,3.0,Vorderer Rendl,10.27749,47.11329
151,490,2015-03-03 14:00:00+00:00,1.0,0.0,3.0,Breite Scharte,11.06757,47.14384
152,479,2015-03-03 15:15:00+00:00,0.0,0.0,4.0,Auenfelderhorn,10.13992,47.25121
153,8933,2015-03-04 23:00:00+00:00,0.0,0.0,3.0,Seirlöcherkogel,11.005369,47.115368999999
154,481,2015-03-05 10:30:00+00:00,0.0,0.0,3.0,"St.Leonhard i.P., Weixmannstall",10.85051,47.03252
155,8934,2015-03-05 23:00:00+00:00,0.0,0.0,3.0,Dohlennest,11.005371,47.115370999999
156,8935,2015-03-05 23:00:00+00:00,0.0,2.0,3.0,Griestalerspitze,10.535258,47.270257999999
157,8936,2015-03-05 23:00:00+00:00,0.0,0.0,3.0,Hoadl,11.005372,47.115371999999
158,8937,2015-03-05 23:00:00+00:00,0.0,1.0,3.0,Hochtennboden,11.00537,47.115369999999
159,8943,2015-03-05 23:00:00+00:00,0.0,0.0,3.0,Wanglspitze,11.645208,47.235207999999
160,8941,2015-03-05 23:00:00+00:00,0.0,0.0,3.0,Seblasspitze,11.005374,47.115373999999
161,8942,2015-03-05 23:00:00+00:00,0.0,0.0,3.0,Stüdlhütte,12.430105,47.025105
162,8938,2015-03-05 23:00:00+00:00,0.0,0.0,3.0,Hochtennspitze,11.005373,47.115372999999
163,498,2015-03-06 11:00:00+00:00,0.0,0.0,3.0,Wanglspitze,11.77894,47.18907
164,509,2015-03-06 11:06:00+00:00,0.0,1.0,3.0,Hochtennboden,11.28241,47.17443
165,484,2015-03-06 12:30:00+00:00,0.0,0.0,3.0,Sonnenkopf / Glattingrat,10.08258,47.10723
166,497,2015-03-06 13:03:00+00:00,0.0,2.0,3.0,Griestalerspitze,10.33183,47.22627
167,483,2015-03-06 13:10:00+00:00,0.0,0.0,3.0,Gargellen,9.8777,46.95928
168,8952,2015-03-06 23:00:00+00:00,0.0,0.0,2.0,Lämpersberg,12.24017,47.39017
169,8955,2015-03-06 23:00:00+00:00,0.0,0.0,3.0,Rosskogel-Windegg,11.005375,47.115374999999
170,8947,2015-03-06 23:00:00+00:00,0.0,1.0,3.0,Hinteres Kreuzjoch,10.385127,46.995127
171,8944,2015-03-06 23:00:00+00:00,0.0,1.0,3.0,Gaishorn,10.535259,47.270258999999
172,493,2015-03-07 10:20:00+00:00,0.0,1.0,3.0,Gaishorn,10.47488,47.47452
173,495,2015-03-07 11:39:00+00:00,0.0,0.0,2.0,Lämpersberg,12.02502,47.35505
174,499,2015-03-07 11:50:00+00:00,0.0,0.0,3.0,Bösenstein,14.4042,47.44185
175,500,2015-03-07 11:50:00+00:00,0.0,0.0,3.0,Bösenstein,14.40291,47.44074
176,494,2015-03-07 12:06:00+00:00,0.0,1.0,3.0,Hinteres Kreuzjoch,10.42427,47.01491
177,8968,2015-03-07 23:00:00+00:00,0.0,0.0,2.0,Rote Säule,12.430106,47.025106
178,8966,2015-03-07 23:00:00+00:00,0.0,1.0,3.0,Rietzer Grieskogel (Peter-Anich-Hütte),11.005382,47.115381999999
179,8971,2015-03-07 23:00:00+00:00,0.0,1.0,3.0,Ventertal-Mutboden,10.985414,46.930413999999
180,8969,2015-03-07 23:00:00+00:00,0.0,0.0,3.0,Schöntalspitze,11.005384,47.115383999999
181,8965,2015-03-07 23:00:00+00:00,0.0,2.0,2.0,Peischelkopf,10.535262,47.270261999999
182,8963,2015-03-07 23:00:00+00:00,0.0,0.0,3.0,Malgrubenspitze,11.005381,47.115380999999
183,8962,2015-03-07 23:00:00+00:00,0.0,0.0,3.0,Kreuzjochspitze,10.53526,47.270259999999
184,8961,2015-03-07 23:00:00+00:00,0.0,0.0,3.0,Hochtennspitze,11.00538,47.115379999999
185,8967,2015-03-07 23:00:00+00:00,0.0,1.0,3.0,Rosskogel-Kögele,11.005383,47.115382999999
186,8960,2015-03-07 23:00:00+00:00,0.0,0.0,3.0,Dohlennest,11.005379,47.115378999999
187,8959,2015-03-07 23:00:00+00:00,0.0,0.0,3.0,Brechten,11.005378,47.115377999999
188,525,2015-03-08 09:47:00+00:00,0.0,1.0,3.0,Rietzer Grieskogel (Peter-Anich-Hütte),11.05873,47.25069
189,492,2015-03-08 09:49:00+00:00,0.0,0.0,3.0,Hochtennspitze,11.28713,47.17787
190,488,2015-03-08 09:56:00+00:00,0.0,1.0,3.0,Ventertal-Mutboden,10.94458,46.90483
191,485,2015-03-08 11:00:00+00:00,0.0,0.0,2.0,Rote Säule,12.43851,47.12784
192,482,2015-03-08 11:02:00+00:00,0.0,0.0,3.0,Rosskogel-Kögele,11.17195,47.22475
193,487,2015-03-08 11:22:00+00:00,0.0,0.0,3.0,Malgrubenspitze,11.29897,47.17268
194,501,2015-03-08 12:00:00+00:00,0.0,0.0,3.0,Sonntagskogel,14.51261,47.39126
195,491,2015-03-08 12:04:00+00:00,0.0,0.0,3.0,Kreuzjochspitze,10.30978,47.06737
196,489,2015-03-08 13:07:00+00:00,0.0,0.0,3.0,Brechten,11.13663,47.24404
197,486,2015-03-08 13:53:00+00:00,0.0,2.0,2.0,Peischelkopf,10.19845,47.12393
198,8974,2015-03-14 23:00:00+00:00,0.0,0.0,2.0,Roßlaufspitze,11.645212,47.235211999999
199,8975,2015-03-18 23:00:00+00:00,0.0,0.0,2.0,Reiterkarspitze,12.670015,46.755015
200,513,2015-03-20 15:00:00+00:00,1.0,0.0,2.0,Brugger Alm,12.36747,46.88295
201,8978,2015-03-27 23:00:00+00:00,0.0,0.0,3.0,Breiter Grieskogel,11.005385,47.115384999999
202,8979,2015-03-27 23:00:00+00:00,0.0,0.0,2.0,Gaiskogel,11.005386,47.115385999999
203,8980,2015-03-27 23:00:00+00:00,0.0,0.0,2.0,Glockturm,10.985415,46.930414999999
204,8984,2015-03-27 23:00:00+00:00,0.0,0.0,2.0,Roter Kogel,11.005387,47.115386999999
205,8987,2015-03-27 23:00:00+00:00,0.0,1.0,2.0,Wiesjaggl,10.985417,46.930416999999
206,516,2015-03-28 10:20:00+00:00,0.0,0.0,3.0,Breiter Grießkogel,11.04208,47.10174
207,515,2015-03-28 10:30:00+00:00,0.0,1.0,1.0,Roter Kogel,11.16981,47.13922
208,511,2015-03-28 11:00:00+00:00,0.0,0.0,2.0,Glockturm,10.66718,46.89316
209,8990,2015-03-28 23:00:00+00:00,0.0,0.0,2.0,Untersulzbachtörl,12.430109,47.025109
210,8989,2015-03-28 23:00:00+00:00,0.0,2.0,2.0,Roßhut,12.430108,47.025108
211,526,2015-03-29 10:00:00+00:00,0.0,0.0,2.0,Untersulzbachtörl,12.35801,47.12831
212,514,2015-03-29 11:53:00+00:00,0.0,2.0,2.0,Roßhut,12.21882,47.05644
213,8991,2015-03-29 22:00:00+00:00,0.0,0.0,3.0,Innerrodelgungge,12.535047,46.895047
214,8994,2015-04-04 22:00:00+00:00,0.0,0.0,2.0,Bschießer,10.535263,47.270262999999
215,8998,2015-04-06 22:00:00+00:00,0.0,0.0,3.0,Urgtal,10.385128,46.995128
216,8997,2015-04-06 22:00:00+00:00,0.0,1.0,3.0,Schwarze Schneid,10.98542,46.930419999999
217,529,2015-04-07 13:00:00+00:00,0.0,0.0,3.0,Urgtal,10.57971,47.0762
218,9002,2015-04-07 22:00:00+00:00,0.0,0.0,2.0,Mittagskogel,10.985421,46.930420999999
219,9003,2015-04-07 22:00:00+00:00,0.0,1.0,2.0,Rostocker Eck,12.43011,47.02511
220,8999,2015-04-07 22:00:00+00:00,0.0,0.0,3.0,Gaiskogel,11.00539,47.115389999999
221,519,2015-04-08 09:15:00+00:00,0.0,0.0,3.0,Gaiskogel,11.04886,47.20557
222,518,2015-04-08 11:30:00+00:00,0.0,1.0,2.0,Rostocker Eck,12.29856,47.03872
223,517,2015-04-08 15:05:00+00:00,0.0,0.0,2.0,Mittagskogel,10.87437,46.9509
224,530,2015-04-10 09:30:00+00:00,2.0,0.0,1.0,Visnitzkopf,10.36872,46.99113
225,9007,2015-04-10 22:00:00+00:00,0.0,0.0,3.0,Brunnensteinspitze,11.260131,47.395131
226,9008,2015-04-10 22:00:00+00:00,0.0,1.0,3.0,Oberstkogel,11.005392,47.115391999999
227,521,2015-04-11 09:30:00+00:00,0.0,1.0,3.0,Oberstkogel,11.12239,47.1317
228,527,2015-04-11 12:00:00+00:00,0.0,1.0,3.0,Brunnensteinspitze,11.29168,47.40421
229,9009,2015-04-11 22:00:00+00:00,0.0,0.0,3.0,Alplespleisspitze,10.535265,47.270264999999
230,520,2015-04-12 09:00:00+00:00,1.0,0.0,3.0,Gargglerin,11.33394,47.0
231,9011,2015-04-14 22:00:00+00:00,0.0,0.0,2.0,Torspitze,11.645217,47.235216999999
232,532,2015-04-26 10:30:00+00:00,1.0,0.0,2.0,Stierkarkopf,13.85102,47.33374
233,253,2015-12-03 13:50:00+00:00,1.0,1.0,2.0,Slovakia,20.10674,49.16688
234,265,2016-01-06 10:48:00+00:00,0.0,0.0,3.0,Albonagrat,10.16743,47.1213
235,9020,2016-01-07 23:00:00+00:00,0.0,0.0,3.0,Hoher Burgstall - Schlick,11.284,47.139333
236,258,2016-01-09 10:30:00+00:00,2.0,0.0,3.0,Bodmertälli - Mäderhorn,8.06097,46.26183
237,9023,2016-01-09 23:00:00+00:00,0.0,0.0,3.0,Wasserkar,10.978167,46.945
238,9024,2016-01-09 23:00:00+00:00,0.0,0.0,2.0,Gaiskogellift Bergstation,11.037167,47.206167
239,260,2016-01-10 10:50:00+00:00,0.0,1.0,3.0,Pazülmähder,10.18443,47.17361
240,9025,2016-01-11 23:00:00+00:00,0.0,1.0,3.0,Mittagskogel,10.87243,46.935044
241,266,2016-01-12 10:45:00+00:00,0.0,0.0,3.0,"Zauchensee, Tagweidegg 1",13.43741,47.2748
242,268,2016-01-12 12:00:00+00:00,0.0,1.0,3.0,Mittagskogel,10.87432,46.9348
243,300,2016-01-12 12:00:00+00:00,0.0,1.0,3.0,Mittagskogel,10.87243,46.93504
244,267,2016-01-13 09:00:00+00:00,0.0,0.0,3.0,Zams,10.62429,47.148
245,271,2016-01-13 09:40:00+00:00,0.0,1.0,2.0,Ľadový štít - Ľadová priehyba,20.1863,49.20108
246,9028,2016-01-13 23:00:00+00:00,0.0,0.0,3.0,Rotkogljoch,10.968268,46.965335
247,9027,2016-01-13 23:00:00+00:00,0.0,1.0,3.0,Giggijoch - Hainbachkar,10.965167,46.969243
248,9026,2016-01-13 23:00:00+00:00,0.0,0.0,3.0,Kapall,10.247952,47.144171
249,275,2016-01-14 10:00:00+00:00,0.0,0.0,3.0,"Fusch, Imbachhorn",12.76956,47.22971
250,339,2016-01-14 11:00:00+00:00,0.0,0.0,3.0,Hauser Kaibling ,13.77788,47.37689
251,269,2016-01-14 11:10:00+00:00,0.0,1.0,3.0,Pazüeltal,10.18786,47.17454
252,340,2016-01-14 13:00:00+00:00,0.0,0.0,3.0,Hauser Kaibling,13.77244,47.37998
253,301,2016-01-14 13:07:00+00:00,0.0,1.0,3.0,Giggijoch - Hainbachkar,10.96517,46.96924
254,270,2016-01-15 09:30:00+00:00,0.0,0.0,3.0,Pfons,11.51456,47.16693
255,9031,2016-01-15 23:00:00+00:00,0.0,1.0,3.0,Wetterkreuzbahn - Hochötz,10.947466,47.212559
256,9029,2016-01-15 23:00:00+00:00,0.0,0.0,3.0,Pirschling,10.489883,47.532138
257,9032,2016-01-15 23:00:00+00:00,0.0,0.0,3.0,Mölser Sonnenspitz,11.610096,47.167478
